tagname,timestamp,Hz,Phasa-A (kV),Phasa-B (kV),Phasa-C (kV),VindhyachalVol_A,VindhyachalVol_B,VindhyachalVol_C,,Vindhyachal,Kanpur,Dadri,Moga
VINDHYACHAL.FREQ,23:49:36.960,49.6992,232.5485,235.4553,234.2209,232548.5,235455.3,234220.9,,-0.00089,0.00282,0.0059515,0.0066131
VINDHYACHAL.FREQ,23:49:37.000,49.69917,232.5264,235.4341,234.2067,232526.4,235434.1,234206.7,,-0.00346,-0.00440,-0.014472,-0.0057131
VINDHYACHAL.FREQ,23:49:37.040,49.69889,232.5261,235.4359,234.1991,232526.1,235435.9,234199.1,,-0.00620,-0.00336,0.0051394,0.0045821
VINDHYACHAL.FREQ,23:49:37.080,49.69888,232.4495,235.4376,234.1858,232449.5,235437.6,234185.8,,0.00003,0.00087,-0.0021547,0.0026494
VINDHYACHAL.FREQ,23:49:37.120,49.69916,232.3739,235.4155,234.1657,232373.9,235415.5,234165.7,,0.00899,-0.00385,-0.011763,-0.002861
VINDHYACHAL.FREQ,23:49:37.160,49.69916,232.4299,235.446,234.1907,232429.9,235446,234190.7,,-0.00080,0.00000,0.0000015,0
VINDHYACHAL.FREQ,23:49:37.200,49.69932,232.432,235.4623,234.2093,232432,235462.3,234209.3,,0.00570,0.00148,0.0013605,0.00505
VINDHYACHAL.FREQ,23:49:37.240,49.69948,232.4459,235.4647,234.2159,232445.9,235464.7,234215.9,,0.00134,-0.00111,-0.0022799,-0.0016958
VINDHYACHAL.FREQ,23:49:37.280,49.69936,232.4506,235.4943,234.2317,232450.6,235494.3,234231.7,,-0.00551,0.00051,0.008072,0.0060394
VINDHYACHAL.FREQ,23:49:37.320,49.69917,232.445,235.4817,234.2218,232445,235481.7,234221.8,,-0.00440,0.00327,0.0106856,0.0100672
VINDHYACHAL.FREQ,23:49:37.360,49.69918,232.4224,235.4455,234.1987,232422.4,235445.5,234198.7,,-0.00021,0.00221,0.0102252,0.0048384
VINDHYACHAL.FREQ,23:49:37.400,49.69902,232.4115,235.4391,234.1893,232411.5,235439.1,234189.3,,-0.00305,0.00205,0.0117078,0.0072241
VINDHYACHAL.FREQ,23:49:37.440,49.69902,232.3934,235.4261,234.1705,232393.4,235426.1,234170.5,,0.00000,0.00042,0,0
VINDHYACHAL.FREQ,23:49:37.480,49.6992,232.3957,235.4336,234.1745,232395.7,235433.6,234174.5,,0.00650,-0.00088,-0.0093251,-0.003159
VINDHYACHAL.FREQ,23:49:37.520,49.69944,232.4254,235.4704,234.2163,232425.4,235470.4,234216.3,,0.00618,0.00140,-0.0106305,-0.0029489
VINDHYACHAL.FREQ,23:49:37.560,49.69978,232.4281,235.4652,234.2093,232428.1,235465.2,234209.3,,0.01045,0.00156,-0.0081941,-0.001201
VINDHYACHAL.FREQ,23:49:37.600,49.7,232.4594,235.5013,234.2433,232459.4,235501.3,234243.3,,0.00459,0.00205,0,-0.0022247
VINDHYACHAL.FREQ,23:49:37.640,49.70003,232.4761,235.5189,234.2681,232476.1,235518.9,234268.1,,0.00028,0.00274,0.0074714,0
VINDHYACHAL.FREQ,23:49:37.680,49.70009,232.456,235.5033,234.2456,232456,235503.3,234245.6,,0.00208,0.00215,0.0055447,0
VINDHYACHAL.FREQ,23:49:37.720,49.7001,232.4644,235.5177,234.2545,232464.4,235517.7,234254.5,,0.00012,0.00141,0.0055462,0.0005648
VINDHYACHAL.FREQ,23:49:37.760,49.70003,232.4495,235.4923,234.2361,232449.5,235492.3,234236.1,,-0.00182,0.00342,0.0114799,-0.0040427
VINDHYACHAL.FREQ,23:49:37.800,49.70002,232.4079,235.4372,234.1773,232407.9,235437.2,234177.3,,0.00000,-0.00177,0,-0.0067115
VINDHYACHAL.FREQ,23:49:37.840,49.70014,232.4218,235.4634,234.1945,232421.8,235463.4,234194.5,,0.00387,0.00350,-0.0003368,0.0059873
VINDHYACHAL.FREQ,23:49:37.880,49.70037,232.415,235.4605,234.1996,232415,235460.5,234199.6,,0.00652,0.00404,0.0034347,-0.0024632
VINDHYACHAL.FREQ,23:49:37.920,49.70067,232.4012,235.4498,234.1773,232401.2,235449.8,234177.3,,0.00774,-0.00184,-0.0166178,-0.0105083
VINDHYACHAL.FREQ,23:49:37.960,49.70094,232.4288,235.4768,234.2258,232428.8,235476.8,234225.8,,0.00648,0.00152,-0.0025183,0.0015989
VINDHYACHAL.FREQ,23:49:38.000,49.701,232.4415,235.489,234.2279,232441.5,235489,234227.9,,0.00056,0.00342,0.0112414,0.0055909
VINDHYACHAL.FREQ,23:49:38.040,49.70119,232.4385,235.4969,234.2317,232438.5,235496.9,234231.7,,0.00503,0.00257,-0.0028968,-0.0043094
VINDHYACHAL.FREQ,23:49:38.080,49.70129,232.4462,235.5025,234.2245,232446.2,235502.5,234224.5,,0.00157,0.00143,-0.0009447,-0.000599
VINDHYACHAL.FREQ,23:49:38.120,49.70125,232.4174,235.4962,234.2066,232417.4,235496.2,234206.6,,-0.00245,0.00237,0.0092611,0.0054672
VINDHYACHAL.FREQ,23:49:38.160,49.70108,232.4205,235.4721,234.2099,232420.5,235472.1,234209.9,,-0.00267,0.00034,0.0112325,0.0047058
VINDHYACHAL.FREQ,23:49:38.200,49.70099,232.3823,235.4363,234.1772,232382.3,235436.3,234177.2,,-0.00185,0.00004,0.0045285,0.004822
VINDHYACHAL.FREQ,23:49:38.240,49.70084,232.3627,235.4129,234.1543,232362.7,235412.9,234154.3,,0.00000,0.00103,0,0
VINDHYACHAL.FREQ,23:49:38.280,49.70085,232.354,235.3955,234.1381,232354,235395.5,234138.1,,0.00046,0.00094,-0.0004321,0.0054672
VINDHYACHAL.FREQ,23:49:38.320,49.70103,232.3592,235.4006,234.1487,232359.2,235400.6,234148.7,,0.00493,-0.00004,-0.0096694,0
VINDHYACHAL.FREQ,23:49:38.360,49.70119,232.3799,235.4416,234.1663,232379.9,235441.6,234166.3,,0.00422,0.00000,-0.0064805,0.0020757
VINDHYACHAL.FREQ,23:49:38.400,49.70142,232.3938,235.4503,234.1963,232393.8,235450.3,234196.3,,0.00324,0.00282,-0.0021994,0.0094131
VINDHYACHAL.FREQ,23:49:38.440,49.7014,232.4138,235.4673,234.1992,232413.8,235467.3,234199.2,,-0.00102,-0.00118,0.0047684,0.0035524
VINDHYACHAL.FREQ,23:49:38.480,49.70124,232.4325,235.4956,234.2128,232432.5,235495.6,234212.8,,-0.00197,0.00448,0.0076473,0.0080615
VINDHYACHAL.FREQ,23:49:38.520,49.70115,232.4204,235.4812,234.2046,232420.4,235481.2,234204.6,,-0.00241,0.00168,0.010711,0.0099659
VINDHYACHAL.FREQ,23:49:38.560,49.70085,232.4343,235.4842,234.205,232434.3,235484.2,234205,,-0.00842,-0.00001,0.0091344,0.0066936
VINDHYACHAL.FREQ,23:49:38.600,49.70061,232.4119,235.4559,234.1858,232411.9,235455.9,234185.8,,-0.00315,0.00449,0.0100315,0.0076562
VINDHYACHAL.FREQ,23:49:38.640,49.70082,232.3999,235.4079,234.1574,232399.9,235407.9,234157.4,,0.00754,0.00129,0,0
VINDHYACHAL.FREQ,23:49:38.680,49.70052,230.8582,202.16,195.4818,230858.2,202160,195481.8,,-0.00940,-0.00450,-0.009197,-0.0060618
VINDHYACHAL.FREQ,23:49:38.720,49.69468,220.3908,164.7306,147.5188,220390.8,164730.6,147518.8,,-0.26320,-0.71538,-0.7123426,-0.1681954
VINDHYACHAL.FREQ,23:49:38.760,49.69512,215.5156,166.7324,155.0597,215515.6,166732.4,155059.7,,0.01328,0.00341,0,-0.0376418
VINDHYACHAL.FREQ,23:49:38.800,49.71767,212.4574,164.0357,150.0391,212457.4,164035.7,150039.1,,0.56687,-0.03120,-0.1933515,-0.0922591
VINDHYACHAL.FREQ,23:49:38.840,49.74715,209.6344,163.8674,148.9298,209634.4,163867.4,148929.8,,0.75616,0.11558,-0.0462651,-0.0569224
VINDHYACHAL.FREQ,23:49:38.880,49.78387,206.7443,163.8689,146.9626,206744.3,163868.9,146962.6,1000,1.04300,0.79279,0.5256549,0.0401706
VINDHYACHAL.FREQ,23:49:38.920,49.79284,203.5774,163.8199,145.2049,203577.4,163819.9,145204.9,1000,0.22304,0.02700,0.0047967,0
VINDHYACHAL.FREQ,23:49:38.960,49.79541,200.0795,164.0023,143.8593,200079.5,164002.3,143859.3,,0.08188,-0.00572,-0.0513673,-0.0598863
VINDHYACHAL.FREQ,23:49:39.000,49.80111,198.7072,189.9734,179.0183,198707.2,189973.4,179018.3,,0.14284,0.03846,0.0520885,0.0026524
VINDHYACHAL.FREQ,23:49:39.040,49.80848,210.8696,217.2662,218.679,210869.6,217266.2,218679,,0.00000,0.46594,0.2768964,0.094673
VINDHYACHAL.FREQ,23:49:39.080,49.78462,222.448,223.4515,220.3841,222448,223451.5,220384.1,,-1.19281,0.00000,0.1194626,-0.0338137
VINDHYACHAL.FREQ,23:49:39.120,49.75218,222.6638,225.2594,223.777,222663.8,225259.4,223777,,-1.04687,0.02064,0.1826942,0.0315055
VINDHYACHAL.FREQ,23:49:39.160,49.68936,224.3203,226.6058,224.8183,224320.3,226605.8,224818.3,,-1.64463,-0.25541,0.0965446,0.0143915
VINDHYACHAL.FREQ,23:49:39.200,49.62865,225.902,228.4385,226.8556,225902,228438.5,226855.6,,-1.10241,-0.72549,-0.1916617,-0.145191
VINDHYACHAL.FREQ,23:49:39.240,49.61288,227.7578,230.4333,228.9395,227757.8,230433.3,228939.5,,0.00000,-0.31074,-0.009957,-0.0023797
VINDHYACHAL.FREQ,23:49:39.280,49.60045,229.042,231.805,230.4499,229042,231805,230449.9,,-0.62158,0.00000,-0.0000015,0.0158906
VINDHYACHAL.FREQ,23:49:39.320,49.58598,230.5843,233.432,232.1411,230584.3,233432,232141.1,,-0.31317,-0.17367,0,0
VINDHYACHAL.FREQ,23:49:39.360,49.57714,232.344,235.2959,234.0614,232344,235295.9,234061.4,,-0.15084,-0.16638,0.1027569,0.0443503
VINDHYACHAL.FREQ,23:49:39.400,49.57714,233.9795,236.9567,235.723,233979.5,236956.7,235723,,0.00000,-0.10874,0.0501469,0.0486717
VINDHYACHAL.FREQ,23:49:39.440,49.58055,235.5941,238.6039,237.326,235594.1,238603.9,237326,,0.14266,-0.04937,-0.0025824,0.0489757
VINDHYACHAL.FREQ,23:49:39.480,49.59306,237.0363,240.0191,238.6682,237036.3,240019.1,238668.2,,0.36926,-0.03823,0.0078633,0.0222892
VINDHYACHAL.FREQ,23:49:39.520,49.60894,238.2594,241.2085,239.7999,238259.4,241208.5,239799.9,,0.39723,-0.06478,-0.0765055,0.0213161
VINDHYACHAL.FREQ,23:49:39.560,49.62262,239.2874,242.2157,240.7298,239287.4,242215.7,240729.8,,0.35868,-0.05597,-0.0688508,0
VINDHYACHAL.FREQ,23:49:39.600,49.63452,240.0758,242.9797,241.4075,240075.8,242979.7,241407.5,,0.26200,-0.08740,-0.1930267,-0.0135273
VINDHYACHAL.FREQ,23:49:39.640,49.6419,240.1831,243.0495,241.414,240183.1,243049.5,241414,,0.14204,-0.08205,-0.2611637,-0.0400409
VINDHYACHAL.FREQ,23:49:39.680,49.64412,239.7571,242.579,240.9143,239757.1,242579,240914.3,,0.02047,-0.09919,-0.2720445,-0.0690877
VINDHYACHAL.FREQ,23:49:39.720,49.64412,239.0333,241.819,240.1501,239033.3,241819,240150.1,,0.00000,-0.08499,-0.1267508,-0.0533685
VINDHYACHAL.FREQ,23:49:39.760,49.64124,238.2785,241.0478,239.3876,238278.5,241047.8,239387.6,,-0.08367,-0.04755,-0.0999078,-0.0649288
VINDHYACHAL.FREQ,23:49:39.800,49.6368,237.6507,240.42,238.7605,237650.7,240420,238760.5,,-0.11495,0.00000,-0.0742734,-0.0770181
VINDHYACHAL.FREQ,23:49:39.840,49.63331,237.2945,240.0704,238.4493,237294.5,240070.4,238449.3,,-0.07960,0.02687,-0.0735998,-0.0740603
VINDHYACHAL.FREQ,23:49:39.880,49.6323,237.2958,240.1057,238.497,237295.8,240105.7,238497,,-0.00065,0.07371,-0.0242829,-0.0801086
VINDHYACHAL.FREQ,23:49:39.920,49.6323,237.5265,240.3593,238.771,237526.5,240359.3,238771,,0.00000,0.10343,-0.0062972,-0.0785634
VINDHYACHAL.FREQ,23:49:39.960,49.63418,237.9344,240.8014,239.2085,237934.4,240801.4,239208.5,,0.07180,0.11617,0.0048056,-0.0974327
VINDHYACHAL.FREQ,23:49:40.000,49.63842,238.4273,241.318,239.7225,238427.3,241318,239722.5,,0.11608,0.11292,0.0141278,-0.0805661
VINDHYACHAL.FREQ,23:49:40.040,49.64517,238.893,241.8183,240.2116,238893,241818.3,240211.6,,0.16623,0.11252,0,-0.0717387
VINDHYACHAL.FREQ,23:49:40.080,49.65409,239.3108,242.2468,240.6297,239310.8,242246.8,240629.7,,0.23263,0.09916,-0.0186235,-0.120683
VINDHYACHAL.FREQ,23:49:40.120,49.66372,239.3818,242.326,240.7004,239381.8,242326,240700.4,,0.26067,0.11020,0.0058293,-0.1139015
VINDHYACHAL.FREQ,23:49:40.160,49.6726,239.3052,242.2542,240.607,239305.2,242254.2,240607,,0.22491,0.07604,-0.0561163,-0.1197919
VINDHYACHAL.FREQ,23:49:40.200,49.68052,239.0854,242.0371,240.386,239085.4,242037.1,240386,,0.17073,0.05995,-0.0038862,-0.0805482
VINDHYACHAL.FREQ,23:49:40.240,49.68748,238.8133,241.7386,240.0751,238813.3,241738.6,240075.1,,0.14937,0.02202,0.0279218,-0.0780672
VINDHYACHAL.FREQ,23:49:40.280,49.69243,238.4869,241.4174,239.75,238486.9,241417.4,239750,,0.10813,0.00000,0.014022,-0.0824392
VINDHYACHAL.FREQ,23:49:40.320,49.69358,238.1238,241.0642,239.3899,238123.8,241064.2,239389.9,,0.00828,-0.01956,0,-0.0579611
VINDHYACHAL.FREQ,23:49:40.360,49.69358,237.7567,240.6869,239.0053,237756.7,240686.9,239005.3,,0.00000,-0.05562,0.0080734,-0.0493094
VINDHYACHAL.FREQ,23:49:40.400,49.69101,237.3665,240.2761,238.597,237366.5,240276.1,238597,,-0.09198,-0.08609,-0.0086024,-0.027141
VINDHYACHAL.FREQ,23:49:40.440,49.68521,236.9128,239.8012,238.1262,236912.8,239801.2,238126.2,,-0.16407,-0.11603,-0.0137746,-0.0119552
VINDHYACHAL.FREQ,23:49:40.480,49.67613,236.3525,239.2315,237.5635,236352.5,239231.5,237563.5,,-0.22881,-0.14830,-0.0310838,-0.0095889
VINDHYACHAL.FREQ,23:49:40.520,49.66474,235.7504,238.6225,236.9566,235750.4,238622.5,236956.6,,-0.29393,-0.18386,-0.0635088,-0.0062168
VINDHYACHAL.FREQ,23:49:40.560,49.65183,235.1399,237.9884,236.3294,235139.9,237988.4,236329.4,,-0.34085,-0.19764,-0.069125,0.0036538
VINDHYACHAL.FREQ,23:49:40.600,49.63834,234.5871,237.4232,235.7616,234587.1,237423.2,235761.6,,-0.34355,-0.18593,-0.0618115,0.0183508
VINDHYACHAL.FREQ,23:49:40.640,49.625,234.1777,236.9969,235.338,234177.7,236996.9,235338,,-0.32761,-0.18027,-0.0690028,0.0141293
VINDHYACHAL.FREQ,23:49:40.680,49.61255,233.925,236.7473,235.0782,233925,236747.3,235078.2,,-0.29608,-0.16239,-0.0720203,0.0268802
VINDHYACHAL.FREQ,23:49:40.720,49.6016,233.8004,236.6333,234.9638,233800.4,236633.3,234963.8,,-0.25961,-0.13924,-0.0882343,0.0190198
VINDHYACHAL.FREQ,23:49:40.760,49.59235,233.8465,236.6802,235.0107,233846.5,236680.2,235010.7,,-0.22198,-0.11115,-0.0706434,0.022535
VINDHYACHAL.FREQ,23:49:40.800,49.58548,234.058,236.8996,235.2219,234058,236899.6,235221.9,,-0.16707,-0.09540,-0.0947654,0.0043616
VINDHYACHAL.FREQ,23:49:40.840,49.5815,234.393,237.2614,235.5931,234393,237261.4,235593.1,,-0.07668,-0.06755,-0.1108915,0.0016063
VINDHYACHAL.FREQ,23:49:40.880,49.58065,234.7949,237.6699,236.0065,234794.9,237669.9,236006.5,,0.00000,-0.03687,-0.1202136,-0.002861
VINDHYACHAL.FREQ,23:49:40.920,49.58081,235.2028,238.096,236.4328,235202.8,238096,236432.8,,0.00839,-0.00378,-0.1018465,-0.0272691
VINDHYACHAL.FREQ,23:49:40.960,49.58328,235.5794,238.4858,236.8408,235579.4,238485.8,236840.8,,0.07573,0.00000,-0.0829071,-0.0363007
VINDHYACHAL.FREQ,23:49:41.000,49.58836,235.8843,238.8016,237.1558,235884.3,238801.6,237155.8,,0.13265,0.02650,-0.064081,-0.0568941
VINDHYACHAL.FREQ,23:49:41.040,49.59525,236.1063,239.0257,237.3837,236106.3,239025.7,237383.7,,0.18900,0.04566,-0.046587,-0.0629783
VINDHYACHAL.FREQ,23:49:41.080,49.60268,236.2256,239.1421,237.5057,236225.6,239142.1,237505.7,,0.20562,0.05317,-0.0344843,-0.0789508
VINDHYACHAL.FREQ,23:49:41.120,49.61034,236.2399,239.1612,237.5158,236239.9,239161.2,237515.8,,0.18423,0.04555,-0.0402674,-0.0973985
VINDHYACHAL.FREQ,23:49:41.160,49.61755,236.1841,239.0973,237.4485,236184.1,239097.3,237448.5,,0.15609,0.03676,-0.0233039,-0.1045942
VINDHYACHAL.FREQ,23:49:41.200,49.62342,236.0488,238.9414,237.2964,236048.8,238941.4,237296.4,,0.13382,0.02359,-0.0127569,-0.1134351
VINDHYACHAL.FREQ,23:49:41.240,49.62708,235.8155,238.6978,237.0324,235815.5,238697.8,237032.4,,0.07760,0.00008,-0.0100061,-0.1124159
VINDHYACHAL.FREQ,23:49:41.280,49.62769,235.5305,238.3861,236.7151,235530.5,238386.1,236715.1,,0.00000,0.00000,-0.0231251,-0.1248956
VINDHYACHAL.FREQ,23:49:41.320,49.62756,235.1686,238.0278,236.3402,235168.6,238027.8,236340.2,,-0.00640,-0.03319,-0.028953,-0.1292661
VINDHYACHAL.FREQ,23:49:41.360,49.62494,234.78,237.6082,235.9297,234780,237608.2,235929.7,,-0.09025,-0.05498,-0.0283018,-0.1244977
VINDHYACHAL.FREQ,23:49:41.400,49.61987,234.3775,237.2113,235.5209,234377.5,237211.3,235520.9,,-0.13579,-0.07701,-0.0412956,-0.1163945
VINDHYACHAL.FREQ,23:49:41.440,49.61295,233.9985,236.8227,235.1345,233998.5,236822.7,235134.5,,-0.17399,-0.09817,-0.0467941,-0.1096755
VINDHYACHAL.FREQ,23:49:41.480,49.60497,233.6591,236.4746,234.786,233659.1,236474.6,234786,,-0.20404,-0.11147,-0.0654087,-0.107871
VINDHYACHAL.FREQ,23:49:41.520,49.59671,233.3584,236.1908,234.499,233358.4,236190.8,234499,,-0.21169,-0.11050,-0.0707716,-0.1036718
VINDHYACHAL.FREQ,23:49:41.560,49.58852,233.1669,235.9887,234.3074,233166.9,235988.7,234307.4,,-0.20839,-0.11592,-0.0742674,-0.0929043
VINDHYACHAL.FREQ,23:49:41.600,49.58105,233.0462,235.8768,234.2079,233046.2,235876.8,234207.9,,-0.17977,-0.11344,-0.0660837,-0.0756055
VINDHYACHAL.FREQ,23:49:41.640,49.57458,233.011,235.8472,234.189,233011,235847.2,234189,,-0.14636,-0.10220,-0.0676215,-0.0606284
VINDHYACHAL.FREQ,23:49:41.680,49.56949,233.0418,235.8932,234.2474,233041.8,235893.2,234247.4,,-0.11268,-0.08450,-0.0659108,-0.0416651
VINDHYACHAL.FREQ,23:49:41.720,49.56604,233.1465,236.001,234.3663,233146.5,236001,234366.3,,-0.08051,-0.07859,-0.0743017,-0.0383109
VINDHYACHAL.FREQ,23:49:41.760,49.56402,233.2927,236.1731,234.5369,233292.7,236173.1,234536.9,,-0.04369,-0.06999,-0.0698075,-0.0271291
VINDHYACHAL.FREQ,23:49:41.800,49.56306,233.4758,236.3516,234.7249,233475.8,236351.6,234724.9,,-0.01323,-0.04857,-0.0789613,-0.0211179
VINDHYACHAL.FREQ,23:49:41.840,49.56278,233.6162,236.5137,234.8946,233616.2,236513.7,234894.6,,-0.00943,-0.03953,-0.0666127,-0.0095606
VINDHYACHAL.FREQ,23:49:41.880,49.56293,233.7298,236.6309,235.0071,233729.8,236630.9,235007.1,,0.00756,-0.03887,-0.0743344,-0.0052929
VINDHYACHAL.FREQ,23:49:41.920,49.56291,233.8265,236.721,235.0981,233826.5,236721,235098.1,,0.00390,-0.05204,-0.0681356,-0.0083148
VINDHYACHAL.FREQ,23:49:41.960,49.56256,233.8493,236.7445,235.1187,233849.3,236744.5,235118.7,,-0.01749,-0.04473,-0.0690267,-0.0043795
VINDHYACHAL.FREQ,23:49:42.000,49.56201,233.8228,236.7066,235.0759,233822.8,236706.6,235075.9,,-0.02430,-0.05111,-0.0481546,-0.0067234
VINDHYACHAL.FREQ,23:49:42.040,49.56026,233.7239,236.5936,234.9662,233723.9,236593.6,234966.2,,-0.05232,-0.06304,-0.0533596,-0.0091791
VINDHYACHAL.FREQ,23:49:42.080,49.55718,233.5542,236.4225,234.7905,233554.2,236422.5,234790.5,,-0.09320,-0.08491,-0.058119,-0.0086933
VINDHYACHAL.FREQ,23:49:42.120,49.55322,233.3738,236.2114,234.5808,233373.8,236211.4,234580.8,,-0.10657,-0.08685,-0.0711799,-0.0266656
VINDHYACHAL.FREQ,23:49:42.160,49.54819,233.1428,235.96,234.3271,233142.8,235960,234327.1,,-0.12541,-0.09625,-0.072296,-0.0414521
VINDHYACHAL.FREQ,23:49:42.200,49.54221,232.8681,235.6848,234.0507,232868.1,235684.8,234050.7,,-0.14541,-0.10200,-0.065954,-0.0466704
VINDHYACHAL.FREQ,23:49:42.240,49.53551,232.6428,235.4407,233.8078,232642.8,235440.7,233807.8,,-0.17251,-0.11584,-0.0843734,-0.0637695
VINDHYACHAL.FREQ,23:49:42.280,49.52874,232.4378,235.2398,233.5815,232437.8,235239.8,233581.5,,-0.17589,-0.10765,-0.0740781,-0.0621393
VINDHYACHAL.FREQ,23:49:42.320,49.52208,232.2883,235.0694,233.4311,232288.3,235069.4,233431.1,,-0.16886,-0.10545,-0.0821948,-0.0787079
VINDHYACHAL.FREQ,23:49:42.360,49.5158,232.216,234.9865,233.332,232216,234986.5,233332,,-0.14985,-0.10087,-0.0606298,-0.0808746
VINDHYACHAL.FREQ,23:49:42.400,49.51005,232.2177,234.9966,233.3481,232217.7,234996.6,233348.1,,-0.13367,-0.09577,-0.0819013,-0.0974149
VINDHYACHAL.FREQ,23:49:42.440,49.50516,232.2551,235.0305,233.383,232255.1,235030.5,233383,,-0.11433,-0.08064,-0.0675976,-0.0968337
VINDHYACHAL.FREQ,23:49:42.480,49.50141,232.3752,235.1516,233.5146,232375.2,235151.6,233514.6,,-0.09129,-0.06975,-0.0588387,-0.0984326
VINDHYACHAL.FREQ,23:49:42.520,49.49892,232.567,235.339,233.7056,232567,235339,233705.6,,-0.05437,-0.05479,-0.0522912,-0.1002848
VINDHYACHAL.FREQ,23:49:42.560,49.49789,232.8004,235.5973,233.9548,232800.4,235597.3,233954.8,,-0.01086,-0.04314,-0.0617936,-0.1059964
VINDHYACHAL.FREQ,23:49:42.600,49.49789,233.0597,235.8558,234.2171,233059.7,235855.8,234217.1,,0.00000,-0.02712,-0.0643194,-0.1085594
VINDHYACHAL.FREQ,23:49:42.640,49.49834,233.3323,236.1361,234.4964,233332.3,236136.1,234496.4,,0.01996,-0.01354,-0.0460148,-0.0991643
VINDHYACHAL.FREQ,23:49:42.680,49.50019,233.6202,236.4257,234.7987,233620.2,236425.7,234798.7,,0.05099,0.00000,-0.0594169,-0.1004547
VINDHYACHAL.FREQ,23:49:42.720,49.50296,233.8805,236.6892,235.0561,233880.5,236689.2,235056.1,,0.07438,0.00087,-0.0517637,-0.0899285
VINDHYACHAL.FREQ,23:49:42.760,49.50628,234.077,236.8917,235.2604,234077,236891.7,235260.4,,0.09640,0.00784,-0.0513747,-0.0858113
VINDHYACHAL.FREQ,23:49:42.800,49.5094,234.2129,237.0346,235.411,234212.9,237034.6,235411,,0.08347,0.00613,-0.031808,-0.0781506
VINDHYACHAL.FREQ,23:49:42.840,49.51253,234.3113,237.1216,235.5046,234311.3,237121.6,235504.6,,0.06919,0.01105,-0.0404969,-0.0734687
VINDHYACHAL.FREQ,23:49:42.880,49.5154,234.3424,237.1546,235.5393,234342.4,237154.6,235539.3,,0.05969,0.00318,-0.0348985,-0.0614584
VINDHYACHAL.FREQ,23:49:42.920,49.51747,234.28,237.0895,235.4754,234280,237089.5,235475.4,,0.04648,-0.00288,-0.0400722,-0.0552446
VINDHYACHAL.FREQ,23:49:42.960,49.51785,234.1829,236.979,235.3512,234182.9,236979,235351.2,,0.00000,-0.01710,-0.0352144,-0.0510931
VINDHYACHAL.FREQ,23:49:43.000,49.51784,234.0192,236.8141,235.1953,234019.2,236814.1,235195.3,,0.00000,-0.03241,-0.0504941,-0.0498027
VINDHYACHAL.FREQ,23:49:43.040,49.51654,233.7999,236.5957,234.9671,233799.9,236595.7,234967.1,,-0.04496,-0.04901,-0.041309,-0.0415534
VINDHYACHAL.FREQ,23:49:43.080,49.51392,233.6043,236.3752,234.7606,233604.3,236375.2,234760.6,,-0.07373,-0.06006,-0.0604004,-0.0397027
VINDHYACHAL.FREQ,23:49:43.120,49.51014,233.3599,236.1511,234.5132,233359.9,236151.1,234513.2,,-0.09542,-0.07250,-0.0543058,-0.0310808
VINDHYACHAL.FREQ,23:49:43.160,49.50518,233.1397,235.9163,234.2861,233139.7,235916.3,234286.1,,-0.12701,-0.08963,-0.0707507,-0.0252247
VINDHYACHAL.FREQ,23:49:43.200,49.49931,232.9349,235.7052,234.0765,232934.9,235705.2,234076.5,,-0.15209,-0.09206,-0.05337,-0.0157774
VINDHYACHAL.FREQ,23:49:43.240,49.49316,232.7713,235.5333,233.8899,232771.3,235533.3,233889.9,,-0.16046,-0.09529,-0.0540048,-0.0141561
VINDHYACHAL.FREQ,23:49:43.280,49.4869,232.6366,235.4059,233.7673,232636.6,235405.9,233767.3,,-0.15778,-0.09824,-0.0475377,-0.0138819
VINDHYACHAL.FREQ,23:49:43.320,49.48091,232.5412,235.3036,233.6764,232541.2,235303.6,233676.4,,-0.14466,-0.09333,-0.0358582,-0.0080705
VINDHYACHAL.FREQ,23:49:43.360,49.47512,232.4976,235.2684,233.6413,232497.6,235268.4,233641.3,,-0.13503,-0.08839,-0.0493914,-0.0114292
VINDHYACHAL.FREQ,23:49:43.400,49.47006,232.4714,235.2395,233.6273,232471.4,235239.5,233627.3,,-0.12173,-0.07973,-0.0470579,-0.0078589
VINDHYACHAL.FREQ,23:49:43.440,49.46589,232.5104,235.2796,233.6547,232510.4,235279.6,233654.7,,-0.10805,-0.07571,-0.0431895,-0.0092894
VINDHYACHAL.FREQ,23:49:43.480,49.46286,232.6033,235.3887,233.7742,232603.3,235388.7,233774.2,,-0.07186,-0.06027,-0.0332743,-0.0074863
VINDHYACHAL.FREQ,23:49:43.520,49.46074,232.6944,235.4876,233.8833,232694.4,235487.6,233883.3,,-0.04670,-0.04412,-0.0352919,-0.0111401
VINDHYACHAL.FREQ,23:49:43.560,49.45967,232.8042,235.5995,233.9994,232804.2,235599.5,233999.4,,-0.01896,-0.03555,-0.0440031,-0.0232726
VINDHYACHAL.FREQ,23:49:43.600,49.45965,232.9523,235.7511,234.1576,232952.3,235751.1,234157.6,,0.00000,-0.02525,-0.0348985,-0.0256985
VINDHYACHAL.FREQ,23:49:43.640,49.45972,233.0811,235.8989,234.294,233081.1,235898.9,234294,,0.00435,-0.01706,-0.023973,-0.0240773
VINDHYACHAL.FREQ,23:49:43.680,49.4605,233.2076,236.0118,234.4218,233207.6,236011.8,234421.8,,0.02086,-0.00758,-0.0166029,-0.017643
